"","SG_UF","REGIAO","NM_MUNICIPIO","total_receita","total_beneficiarios","media_receita","tt_abstMulher","tt_aptMulher","percAbsT_Mulher","total_abstencao","total_aptos","perc_abstencao","abstFEMININA","abtMASCULINA"
"1","AC","Norte","ACRELANDIA",402281,1900,211.726842105263,1807,8644,0.209046737621472,3660,17618,0.20774208196163,0.493715846994536,0.506284153005464
"2","AC","Norte","ASSIS BRASIL",418404,1356,308.557522123894,1319,5742,0.229710902124695,2725,11452,0.237949703108627,0.484036697247706,0.515963302752294
"3","AC","Norte","BRASILEIA",653983,3358,194.753722453842,3182,16494,0.19291863708015,6312,32082,0.196745838788105,0.504119138149556,0.495880861850444
"4","AC","Norte","BUJARI",301081,1450,207.642068965517,1915,8574,0.223349661768136,4176,17366,0.240469883680756,0.458572796934866,0.541427203065134
"5","AC","Norte","CAPIXABA",273376,1356,201.604719764012,1265,6648,0.190282791817088,2675,13664,0.195769906323185,0.472897196261682,0.527102803738318
"6","AC","Norte","CRUZEIRO DO SUL",3447474,11340,304.010052910053,12918,70332,0.183671728373998,25705,134698,0.190834310828669,0.50254814238475,0.49745185761525
"7","AC","Norte","EPITACIOLANDIA",353791,1719,205.812100058173,1870,11270,0.165927240461402,3718,21540,0.172609099350046,0.502958579881657,0.497041420118343
"8","AC","Norte","FEIJO",1605573,5110,314.202152641879,6948,20176,0.344369547977795,14536,41130,0.353415998054948,0.477985690698954,0.522014309301046
"9","AC","Norte","JORDAO",475426,1272,373.762578616352,1368,4422,0.309362279511533,3143,9586,0.327873982891717,0.435252943048043,0.564747056951957
"10","AC","Norte","MANCIO LIMA",1086642,3242,335.176434299815,3454,12356,0.279540304305601,7248,24858,0.291576152546464,0.476545253863135,0.523454746136865
"11","AC","Norte","MANOEL URBANO",580032,1763,329.002836074872,2108,6462,0.326214794181368,4552,13586,0.335050787575445,0.463093145869947,0.536906854130053
"12","AC","Norte","MARECHAL THAUMATURGO",853614,2796,305.298283261803,3187,8898,0.358170375365251,6807,19060,0.35713536201469,0.468194505655942,0.531805494344058
"13","AC","Norte","PLACIDO DE CASTRO",298681,1645,181.568996960486,2127,11572,0.183805737988247,4263,22922,0.185978535904371,0.498944405348346,0.501055594651654
"14","AC","Norte","PORTO ACRE",596288,2736,217.941520467836,2146,11862,0.18091384252234,4697,24598,0.190950483779169,0.456887374920162,0.543112625079838
"15","AC","Norte","PORTO WALTER",477884,1566,305.162196679438,1997,5728,0.348638268156425,4312,12150,0.354897119341564,0.463126159554731,0.536873840445269
"16","AC","Norte","RIO BRANCO",4909346,22261,220.535735142177,50152,277138,0.180963996276223,100452,519238,0.193460416995674,0.499263329749532,0.500736670250468
"17","AC","Norte","RODRIGUES ALVES",697340,2443,285.444126074499,3256,10760,0.302602230483271,6791,22002,0.308653758749205,0.479458106317184,0.520541893682815
"18","AC","Norte","SANTA ROSA DO PURUS",400119,1067,374.994376757263,1237,3288,0.376216545012165,2388,6632,0.360072376357057,0.518006700167504,0.481993299832496
"19","AC","Norte","SENA MADUREIRA",1845750,6721,274.624311858354,9347,27966,0.334227275977973,19804,56656,0.349548150240045,0.471975358513432,0.528024641486568
"20","AC","Norte","SENADOR GUIOMARD",1057954,4135,255.853446191052,3050,17300,0.176300578034682,6373,34210,0.186290558316282,0.478581515769653,0.521418484230347
"21","AC","Norte","TARAUACA",2431372,7144,340.337625979843,8713,24982,0.348771115202946,18812,51152,0.367766656240225,0.463161811609611,0.536838188390389
"22","AC","Norte","XAPURI",390776,1992,196.172690763052,2089,11166,0.187085796166935,4594,22800,0.201491228070175,0.45472355245973,0.54527644754027
"23","AL","Nordeste","AGUA BRANCA",1711614,6782,252.375995281628,6660,37380,0.178170144462279,14181,71108,0.199429037520392,0.46964247937381,0.53035752062619
"24","AL","Nordeste","ANADIA",472514,2773,170.398124774612,4113,13296,0.309341155234657,7928,25226,0.314278918576072,0.518794147325933,0.481205852674067
"25","AL","Nordeste","ARAPIRACA",3722919,20619,180.557689509676,28035,155738,0.180013869447405,52580,282108,0.18638252016958,0.533187523773298,0.466812476226702
"26","AL","Nordeste","ATALAIA",1513117,8011,188.879915116715,8719,34818,0.250416451260842,17907,67778,0.264200773112219,0.486904562461607,0.513095437538393
"27","AL","Nordeste","BARRA DE SANTO ANTONIO",747720,4002,186.836581709145,2850,11902,0.239455553688456,5706,22920,0.248952879581152,0.499474237644585,0.500525762355415
"28","AL","Nordeste","BARRA DE SAO MIGUEL",529923,2586,204.919953596288,1935,11440,0.169143356643357,3966,22594,0.175533327432062,0.487897125567322,0.512102874432678
"29","AL","Nordeste","BELO MONTE",325155,1328,244.84563253012,1417,5222,0.271351972424358,2838,10268,0.276392676275808,0.499295278365046,0.500704721634954
"30","AL","Nordeste","BOCA DA MATA",754309,3733,202.065095097777,6009,20140,0.298361469712016,12069,39072,0.308891277641278,0.49788714889386,0.50211285110614
"31","AL","Nordeste","BRANQUINHA",330712,1977,167.279716742539,2330,8118,0.287016506528702,5330,16114,0.330768276033263,0.437148217636023,0.562851782363977
"32","AL","Nordeste","CACIMBINHAS",492163,2197,224.015930814747,2272,8516,0.266791921089714,4532,16052,0.282332419636182,0.501323918799647,0.498676081200353
"33","AL","Nordeste","CAJUEIRO",638442,3713,171.947751144627,4270,14984,0.284970635344367,8729,28520,0.306065918653576,0.489174017642342,0.510825982357658
"34","AL","Nordeste","CAMPESTRE",342705,1950,175.746153846154,4745,21526,0.220431106568801,9812,43746,0.224294792666758,0.483591520587036,0.516408479412964
"35","AL","Nordeste","CAMPO ALEGRE",1017540,6672,152.508992805755,8136,34180,0.238033937975424,16905,66632,0.253706927602353,0.481277728482697,0.518722271517303
"36","AL","Nordeste","CAMPO GRANDE",5341127,31971,167.061618341622,79869,658488,0.121291504173197,156691,1215096,0.128953597082041,0.509722957923557,0.490277042076443
"37","AL","Nordeste","CANAPI",1108613,4231,262.02150791775,4025,13566,0.296697626418989,7968,26232,0.303751143641354,0.505145582329317,0.494854417670683
"38","AL","Nordeste","CARNEIROS",493229,1736,284.118087557604,1459,6628,0.220126735063368,3348,12684,0.2639545884579,0.435782556750299,0.564217443249701
"39","AL","Nordeste","CHA PRETA",316029,1214,260.320428336079,1704,5958,0.286002014098691,3412,11724,0.291026953258274,0.499413833528722,0.500586166471278
"40","AL","Nordeste","COITE DO NOIA",342439,1593,214.964846202134,1965,8592,0.228701117318436,4089,16760,0.243973747016706,0.480557593543654,0.519442406456346
"41","AL","Nordeste","COLONIA LEOPOLDINA",804480,4312,186.567717996289,4477,15122,0.296058722391218,9420,29898,0.31507124222356,0.475265392781316,0.524734607218684
"42","AL","Nordeste","COQUEIRO SECO",127575,745,171.241610738255,862,4672,0.184503424657534,1711,9094,0.188146030349681,0.503798947983635,0.496201052016365
"43","AL","Nordeste","CORURIPE",906499,5338,169.819970026227,10160,39782,0.255391885777487,20349,76822,0.264885058967483,0.499287434271954,0.500712565728046
"44","AL","Nordeste","CRAIBAS",1013393,3952,256.425354251012,3863,18670,0.20690948044992,7672,35576,0.215651000674612,0.50351929092805,0.49648070907195
"45","AL","Nordeste","DELMIRO GOUVEIA",1204622,6411,187.89923568866,8297,39412,0.210519638688724,17816,74164,0.240224367617712,0.46570498428379,0.53429501571621
"46","AL","Nordeste","DOIS RIACHOS",290342,1899,152.892048446551,2403,8558,0.28078990418322,5259,17044,0.308554329969491,0.456930975470622,0.543069024529378
"47","AL","Nordeste","ESTRELA DE ALAGOAS",577328,2552,226.225705329154,3587,12350,0.290445344129555,7221,23240,0.310714285714286,0.496745603102063,0.503254396897937
"48","AL","Nordeste","FEIRA GRANDE",836836,4285,195.294282380397,3849,17650,0.218073654390935,7636,33818,0.225796912886628,0.504059717129387,0.495940282870613
"49","AL","Nordeste","FELIZ DESERTO",101166,652,155.162576687117,1073,3576,0.300055928411633,2144,6832,0.313817330210773,0.500466417910448,0.499533582089552
"50","AL","Nordeste","FLEXEIRAS",419099,2171,193.0442192538,2369,8744,0.270928636779506,4984,16938,0.294249616247491,0.475321027287319,0.524678972712681
"51","AL","Nordeste","GIRAU DO PONCIANO",1504791,5870,256.352810902896,6439,26402,0.2438830391637,13247,50678,0.26139547732744,0.486072318260738,0.513927681739262
"52","AL","Nordeste","IBATEGUARA",471241,2319,203.208710651143,2694,10958,0.245847782442051,5409,21444,0.252238388360381,0.498058790904049,0.501941209095951
"53","AL","Nordeste","IGACI",1267914,4992,253.989182692308,5639,20262,0.278304214786299,11151,38518,0.28950101251363,0.505694556542014,0.494305443457986
"54","AL","Nordeste","IGREJA NOVA",537944,3443,156.242811501597,4113,16958,0.242540393914377,8181,33516,0.244092373791622,0.502750275027503,0.497249724972497
"55","AL","Nordeste","INHAPI",667236,2801,238.213495180293,3598,13120,0.274237804878049,7514,24602,0.305422323388342,0.478839499600745,0.521160500399255
"56","AL","Nordeste","JACARE DOS HOMENS",191460,1114,171.867145421903,1149,4932,0.232968369829684,2364,9532,0.248006714225766,0.486040609137056,0.513959390862944
"57","AL","Nordeste","JACUIPE",183945,1182,155.621827411168,1365,5266,0.259210026585644,3017,10768,0.280182020802377,0.452436194895592,0.547563805104408
"58","AL","Nordeste","JAPARATINGA",361868,1864,194.135193133047,1648,6430,0.256298600311042,3358,12646,0.265538510200854,0.490768314472901,0.5092316855271
"59","AL","Nordeste","JARAMATAIA",222543,1006,221.215705765408,994,4702,0.21139940450872,2180,9272,0.2351164797239,0.455963302752294,0.544036697247706
"60","AL","Nordeste","JEQUIA DA PRAIA",494995,2214,223.574977416441,1695,7170,0.236401673640167,3669,14528,0.252546806167401,0.461978740801308,0.538021259198692
"61","AL","Nordeste","JOAQUIM GOMES",675155,3645,185.227709190672,3241,13720,0.236224489795918,6929,26846,0.258101765626164,0.467744263241449,0.532255736758551
"62","AL","Nordeste","JUNDIA",293928,1351,217.563286454478,2026,7782,0.260344384476998,4270,15844,0.269502650845746,0.474473067915691,0.525526932084309
"63","AL","Nordeste","JUNQUEIRO",652222,3821,170.69405914682,5255,19512,0.269321443214432,10761,37926,0.283736750514159,0.488337515100827,0.511662484899173
"64","AL","Nordeste","LAGOA DA CANOA",706413,3088,228.760686528497,3047,14926,0.204140426102104,6239,28378,0.219853407569244,0.488379548004488,0.511620451995512
"65","AL","Nordeste","LIMOEIRO DE ANADIA",964670,4195,229.957091775924,4584,18642,0.245896363051175,9097,35250,0.258070921985816,0.503902385401781,0.496097614598219
"66","AL","Nordeste","MACEIO",9326828,59037,157.982756576384,124171,661022,0.187847000553688,225584,1191028,0.189402768028963,0.550442407262926,0.449557592737074
"67","AL","Nordeste","MAJOR ISIDORO",733327,3335,219.888155922039,3855,15080,0.255636604774536,7813,28792,0.271360100027785,0.493408421861001,0.506591578138999
"68","AL","Nordeste","MAR VERMELHO",154942,651,238.006144393241,729,3354,0.217352415026834,1442,6650,0.216842105263158,0.505547850208044,0.494452149791956
"69","AL","Nordeste","MARAGOGI",898126,4941,181.770087026918,4792,20832,0.230030721966206,9503,39776,0.23891291230893,0.50426181205935,0.49573818794065
"70","AL","Nordeste","MARAVILHA",566557,3037,186.551531116233,5746,28174,0.203946901398452,11591,54340,0.213305115936695,0.495729445259253,0.504270554740747
"71","AL","Nordeste","MARECHAL DEODORO",1437853,7163,200.733351947508,8784,37884,0.231865695280329,17185,71800,0.239345403899721,0.511143439045679,0.488856560954321
"72","AL","Nordeste","MARIBONDO",327259,1871,174.911277391769,2832,11050,0.256289592760181,5306,20482,0.259056732740943,0.533735393893705,0.466264606106295
